BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2014;591;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2015;597;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2016;621;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2017;622;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2018;622;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2019;621;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2020;707;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2021;710;Anz.;Anzahl;
3218;Tübach;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2022;707;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];1990;234;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2000;332;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2009;381;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2010;389;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2011;397;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2012;399;Anz.;Anzahl;
3219;Untereggen;Bau und Immobilien;Wohnungen;Wohnungsbestand;80;Wohnungen [Anz.];2013;411;Anz.;Anzahl;
