"Jahr";"Kanton (-) / Bezirk (>>) / Gemeinde (......)";"Haushaltsgrösse - Total";"1 Person";"2 Personen";"3 Personen";"4 Personen";"5 Personen";"6 oder mehr Personen"
"2021";"......3394 Mosnang";1105;286;396;142;132;94;55
"2021";"......3395 Bütschwil-Ganterschwil";2105;663;718;264;263;146;51
"2021";">> Wahlkreis Wil";32796;10896;11074;3958;4394;1754;720
"2021";"......3401 Degersheim";1693;576;542;180;223;116;56
"2021";"......3402 Flawil";4558;1609;1515;530;575;230;99
"2021";"......3405 Jonschwil";1557;392;566;207;255;109;28
"2021";"......3407 Oberuzwil";2701;816;920;333;413;155;64
"2021";"......3408 Uzwil";5646;1800;1896;706;779;334;131
"2021";"......3422 Niederbüren";574;134;213;66;93;41;27
"2021";"......3423 Niederhelfenschwil";1204;277;421;149;229;103;25
"2021";"......3424 Oberbüren";1834;528;635;237;282;107;45
"2021";"......3426 Zuzwil (SG)";2012;525;792;254;310;102;29
"2021";"......3427 Wil (SG)";11017;4239;3574;1296;1235;457;216
"2022";"- St. Gallen";232880;83928;77568;27620;28730;10806;4228
"2022";">> Wahlkreis St. Gallen";58377;24320;18202;6394;6422;2278;761
"2022";"......3201 Häggenschwil";518;113;186;65;97;39;18
"2022";"......3202 Muolen";493;125;180;67;72;34;15
"2022";"......3203 St. Gallen";38217;17822;11237;3987;3510;1231;430
"2022";"......3204 Wittenbach";4301;1475;1444;513;593;207;69
"2022";"......3212 Eggersriet";965;260;375;102;157;54;17
"2022";"......3441 Andwil (SG)";805;189;271;108;165;49;23
"2022";"......3442 Gaiserwald";3662;1153;1299;452;548;163;47
"2022";"......3443 Gossau (SG)";8085;2854;2761;946;1042;375;107
"2022";"......3444 Waldkirch";1331;329;449;154;238;126;35
"2022";">> Wahlkreis Rorschach";20289;7393;6987;2426;2392;841;250
"2022";"......3211 Berg (SG)";386;86;149;50;67;25;9
"2022";"......3213 Goldach";4385;1588;1530;550;518;159;40
"2022";"......3214 Mörschwil";1486;403;559;180;236;82;26
"2022";"......3215 Rorschach";4889;2356;1390;488;417;175;63
"2022";"......3216 Rorschacherberg";3415;1103;1285;461;403;125;38
"2022";"......3217 Steinach";1595;549;560;198;212;67;9
"2022";"......3218 Tübach";653;182;242;75;102;44;8
"2022";"......3219 Untereggen";402;88;158;65;52;31;8
"2022";"......3237 Thal";3078;1038;1114;359;385;133;49
"2022";">> Wahlkreis Rheintal";33108;11083;11232;4239;4352;1535;667
"2022";"......3231 Au (SG)";3738;1374;1250;485;426;128;75
"2022";"......3232 Balgach";2224;745;776;271;297;103;32
"2022";"......3233 Berneck";1728;553;633;212;227;81;22
"2022";"......3234 Diepoldsau";2849;836;992;389;431;141;60
"2022";"......3235 Rheineck";1594;609;527;194;169;65;30
"2022";"......3236 St. Margrethen";2663;955;813;341;342;141;71
"2022";"......3238 Widnau";4341;1396;1440;627;612;192;74
"2022";"......3251 Altstätten";5470;2012;1839;603;625;267;124
"2022";"......3252 Eichberg";639;182;218;89;112;26;12
"2022";"......3253 Marbach (SG)";910;273;321;129;137;41;9
"2022";"......3254 Oberriet (SG)";3740;1077;1313;492;559;203;96
"2022";"......3255 Rebstein";2164;753;731;272;278;89;41
"2022";"......3256 Rüthi (SG)";1048;318;379;135;137;58;21
"2022";">> Wahlkreis Werdenberg";17902;6220;5856;2224;2293;895;414
"2022";"......3271 Buchs (SG)";5998;2256;1833;743;733;287;146
"2022";"......3272 Gams";1482;432;525;166;235;86;38
"2022";"......3273 Grabs";3118;1022;1060;389;404;178;65
"2022";"......3274 Sennwald";2727;919;995;332;318;117;46
"2022";"......3275 Sevelen";2284;824;690;302;303;105;60
"2022";"......3276 Wartau";2293;767;753;292;300;122;59
"2022";">> Wahlkreis Sarganserland";18951;6737;6436;2151;2369;933;325
"2022";"......3291 Bad Ragaz";3178;1322;1018;336;355;107;40
"2022";"......3292 Flums";2224;778;730;241;282;137;56
"2022";"......3293 Mels";3944;1267;1333;500;552;217;75
"2022";"......3294 Pfäfers";696;248;247;72;77;35;17
"2022";"......3295 Quarten";1374;515;495;149;125;72;18
"2022";"......3296 Sargans";2860;1044;952;320;366;132;46
"2022";"......3297 Vilters-Wangs";2085;635;756;240;305;115;34
"2022";"......3298 Walenstadt";2590;928;905;293;307;118;39
"2022";">> Wahlkreis See-Gaster";30701;10170;10688;3887;4060;1422;474
"2022";"......3311 Amden";879;327;350;86;78;30;8
"2022";"......3312 Benken (SG)";1196;333;414;143;180;95;31
"2022";"......3313 Kaltbrunn";2134;695;697;263;318;127;34
"2022";"......3315 Schänis";1622;461;553;227;241;96;44
"2022";"......3316 Weesen";854;331;302;75;102;36;8
"2022";"......3338 Schmerikon";1782;551;660;241;219;82;29
"2022";"......3339 Uznach";2786;839;943;364;408;153;79
"2022";"......3340 Rapperswil-Jona";12842;4602;4398;1647;1601;459;135
"2022";"......3341 Gommiswald";2409;745;898;302;325;110;29
"2022";"......3342 Eschenbach (SG)";4197;1286;1473;539;588;234;77
"2022";">> Wahlkreis Toggenburg";20376;6961;6921;2293;2435;1160;606
"2022";"......3352 Ebnat-Kappel";2216;795;774;249;249;110;39
"2022";"......3359 Wildhaus-Alt St. Johann";1173;474;388;95;103;66;47
"2022";"......3360 Nesslau";1657;613;588;148;173;92;43
"2022";"......3372 Hemberg";376;118;140;29;34;26;29
"2022";"......3374 Lichtensteig";975;439;304;92;93;34;13
"2022";"......3375 Oberhelfenschwil";511;147;203;54;58;31;18
"2022";"......3378 Neckertal";1745;577;608;210;196;93;61
"2022";"......3379 Wattwil";3962;1478;1324;435;427;198;100
"2022";"......3392 Kirchberg (SG)";3873;1173;1248;500;605;233;114
"2022";"......3393 Lütisburg";630;163;234;69;95;38;31
"2022";"......3394 Mosnang";1106;280;397;139;137;96;57
"2022";"......3395 Bütschwil-Ganterschwil";2152;704;713;273;265;143;54
"2022";">> Wahlkreis Wil";33176;11044;11246;4006;4407;1742;731
"2022";"......3401 Degersheim";1678;569;538;189;215;107;60
"2022";"......3402 Flawil";4574;1636;1508;544;557;226;103
"2022";"......3405 Jonschwil";1606;426;579;213;263;99;26
"2022";"......3407 Oberuzwil";2702;825;907;359;399;155;57
"2022";"......3408 Uzwil";5806;1864;1970;715;770;340;147
"2022";"......3422 Niederbüren";572;127;208;68;104;42;23
"2022";"......3423 Niederhelfenschwil";1225;292;428;150;230;102;23
"2022";"......3424 Oberbüren";1864;537;667;220;284;114;42
"2022";"......3426 Zuzwil (SG)";2077;530;831;277;312;95;32
"2022";"......3427 Wil (SG)";11072;4238;3610;1271;1273;462;218
